case_id,case_number,title,case_type,status,description,created_date,incident_date,location_id,priority
C0384,CASE-2026-0016,Investigation into Money Laundering Investigation Activities in Thane,Money Laundering Investigation,Open,"investigation into suspected money laundering investigation activity centered around Thane, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-05-27,2026-05-23,L0503,High
C0385,CASE-2026-0017,Banking Fraud Case Linked to Thane Region,Banking Fraud,Closed,"Case file documenting a banking fraud investigation originating in Thane, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-05-16,2026-05-11,L0296,High
C0386,CASE-2026-0018,Assault Case Linked to Pune Region,Assault,Open,"Case file documenting a assault investigation originating in Pune, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-07-19,2026-07-19,L0265,High
C0387,CASE-2026-0019,Simple Robbery Investigation - Kolkata Sector,Simple Robbery,Closed,"record of a simple robbery case based in Kolkata, West Bengal, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-08-08,2026-08-06,L0015,Low
C0388,CASE-2026-0020,Investigation into Insurance Fraud Activities in Kolkata,Insurance Fraud,Pending Review,"A demonstration investigation record covering a insurance fraud incident in Kolkata, West Bengal, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-07-04,2026-07-03,L0207,Low
C0389,CASE-2026-0021,Assault Ring Operating from Kolkata,Assault,Closed,"This case tracks a suspected assault matter reported in Kolkata, West Bengal. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-04-10,2026-04-06,L0105,Medium
C0390,CASE-2026-0022,Murder Investigation Investigation - Nashik Sector,Murder Investigation,Open,"investigation into suspected murder investigation activity centered around Nashik, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-09-28,2026-09-23,L0375,High
C0391,CASE-2026-0023,Investigation into Simple Robbery Activities in Mumbai,Simple Robbery,Pending Review,"record of a simple robbery case based in Mumbai, Maharashtra, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-06-30,2026-06-25,L0520,Medium
C0392,CASE-2026-0024,Banking Fraud Investigation - Coimbatore Sector,Banking Fraud,Pending Review,"This case tracks a suspected banking fraud matter reported in Coimbatore, Tamil Nadu. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-01-10,2026-01-05,L0138,High
C0393,CASE-2026-0025,Hyderabad Organized Fraud Case,Organized Fraud,Under Investigation,"Case file documenting a organized fraud investigation originating in Hyderabad, Telangana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-04-25,2026-04-25,L0494,Critical
C0394,CASE-2026-0026,Murder Investigation Ring Operating from Chennai,Murder Investigation,Under Investigation,"Case file documenting a murder investigation investigation originating in Chennai, Tamil Nadu, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-03-28,2026-03-23,L0100,Medium
C0395,CASE-2026-0027,Bhopal-based Vehicle Theft Inquiry,Vehicle Theft,Under Investigation,"Case file documenting a vehicle theft investigation originating in Bhopal, Madhya Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-01-23,2026-01-23,L0339,Critical
C0396,CASE-2026-0028,Vehicle Theft Case Linked to Mumbai Region,Vehicle Theft,Under Investigation,"Case file documenting a vehicle theft investigation originating in Mumbai, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-04-10,2026-04-06,L0073,Medium
C0397,CASE-2026-0029,Money Laundering Investigation Ring Operating from Mumbai,Money Laundering Investigation,Pending Review,"Case file documenting a money laundering investigation investigation originating in Mumbai, Maharashtra, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-04-21,2026-04-16,L0553,Critical
C0398,CASE-2026-0030,Identity Fraud Case Linked to Gurugram Region,Identity Fraud,Pending Review,"record of a identity fraud case based in Gurugram, Haryana, developed to demonstrate cross-referenced trace-graph, CDR and financial analytics for the RAKSHAK platform.",2026-10-25,2026-10-25,L0527,Medium
C0399,CASE-2026-0031,Logistics Fraud Case Linked to Pune Region,Logistics Fraud,Pending Review,"investigation into suspected logistics fraud activity centered around Pune, Maharashtra, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-06-25,2026-06-25,L0197,High
C0400,CASE-2026-0032,Bhopal-based Document Fraud Inquiry,Document Fraud,Pending Review,"A demonstration investigation record covering a document fraud incident in Bhopal, Madhya Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-04-30,2026-04-30,L0288,High
C0401,CASE-2026-0033,Investigation into Unauthorized Access Activities in Bhopal,Unauthorized Access,Closed,"A demonstration investigation record covering a unauthorized access incident in Bhopal, Madhya Pradesh, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-01-23,2026-01-22,L0288,Medium
C0402,CASE-2026-0034,Logistics Fraud Ring Operating from Noida,Logistics Fraud,Closed,"Case file documenting a logistics fraud investigation originating in Noida, Uttar Pradesh, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-08-17,2026-08-13,L0135,Critical
C0403,CASE-2026-0035,Large Organized Crime Network Ring Operating from Indore,Large Organized Crime Network,Closed,"This case tracks a suspected large organized crime network matter reported in Indore, Madhya Pradesh. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-03-08,2026-03-03,L0497,Critical
C0404,CASE-2026-0036,Ahmedabad Vehicle Theft Case,Vehicle Theft,Pending Review,"This case tracks a suspected vehicle theft matter reported in Ahmedabad, Gujarat. Investigators are examining phone records, financial transactions and location data connected to the individuals involved.",2026-04-04,2026-03-30,L0565,Low
C0405,CASE-2026-0037,Simple Robbery Investigation - Bhopal Sector,Simple Robbery,Under Investigation,"investigation into suspected simple robbery activity centered around Bhopal, Madhya Pradesh, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-05-23,2026-05-21,L0173,Low
C0406,CASE-2026-0038,Individual Cyber Fraud Network Probe - Jaipur,Individual Cyber Fraud,Open,"Case file documenting a individual cyber fraud investigation originating in Jaipur, Rajasthan, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-06-13,2026-06-12,L0225,High
C0407,CASE-2026-0039,Financial Fraud Network Probe - Nagpur,Financial Fraud,Pending Review,"A demonstration investigation record covering a financial fraud incident in Nagpur, Maharashtra, with linked persons, organizations and evidentiary material collected during the inquiry.",2026-07-31,2026-07-30,L0002,Medium
C0408,CASE-2026-0040,Investigation into Major Cybercrime Activities in Gurugram,Major Cybercrime,Open,"Case file documenting a major cybercrime investigation originating in Gurugram, Haryana, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-10-02,2026-10-01,L0077,Critical
C0409,CASE-2026-0041,Coimbatore Vehicle Theft Network Case,Vehicle Theft Network,Open,"investigation into suspected vehicle theft network activity centered around Coimbatore, Tamil Nadu, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-04-19,2026-04-15,L0219,High
C0410,CASE-2026-0042,Investigation into Burglary Activities in Bengaluru,Burglary,Pending Review,"investigation into suspected burglary activity centered around Bengaluru, Karnataka, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-11-01,2026-10-27,L0072,High
C0411,CASE-2026-0043,Investigation into Property Fraud Activities in Surat,Property Fraud,Under Investigation,"investigation into suspected property fraud activity centered around Surat, Gujarat, involving multiple persons of interest and associated entities identified through communication, financial and location analysis.",2026-05-22,2026-05-22,L0344,Medium
C0412,CASE-2026-0044,Identity Fraud Network Probe - Surat,Identity Fraud,Under Investigation,"Case file documenting a identity fraud investigation originating in Surat, Gujarat, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-10-25,2026-10-21,L0481,Low
C0413,CASE-2026-0045,Chennai Document Fraud Case,Document Fraud,Pending Review,"Case file documenting a document fraud investigation originating in Chennai, Tamil Nadu, including associated communications, financial trails and physical evidence gathered by the investigating team.",2026-06-09,2026-06-05,L0373,High
